video_id,format,channels,sample_width,frame_rate,number_of_frames,duration_seconds,VideoFpath,truth,speaker_id
SJBT2Q4Qy2Y,wav,2,2,16000,536960,33.56,../data/speech/concat_audio_df3_per10/id46173/SJBT2Q4Qy2Y.wav,False,id08519
uaeypMG2YTc,wav,2,2,16000,852480,53.28,../data/speech/concat_audio_df3_per10/id46173/uaeypMG2YTc.wav,False,id14026
_Mv8h3WQxDM,wav,2,2,16000,702080,43.88,../data/speech/concat_audio_df3_per10/id46173/_Mv8h3WQxDM.wav,False,id25408
A4riCL9lOZo,wav,2,2,16000,341760,21.36,../data/speech/concat_audio_df3_per10/id46173/A4riCL9lOZo.wav,False,id50220
Frx8VeIHhU4,wav,2,2,16000,475520,29.72,../data/speech/concat_audio_df3_per10/id46173/Frx8VeIHhU4.wav,False,id09427
P98K-S1-w10,wav,2,2,16000,796160,49.76,../data/speech/concat_audio_df3_per10/id46173/P98K-S1-w10.wav,False,id13854
okOJ5dsJuag,wav,2,2,16000,894080,55.88,../data/speech/concat_audio_df3_per10/id46173/okOJ5dsJuag.wav,False,id28020
RLnzUJ5vInk,wav,2,2,16000,453120,28.32,../data/speech/concat_audio_df3_per10/id46173/RLnzUJ5vInk.wav,False,id02799
LcJeyERpRqA,wav,2,2,16000,639360,39.96,../data/speech/concat_audio_df3_per10/id46173/LcJeyERpRqA.wav,False,id51728
YAHhfZUjV6M,wav,2,2,16000,940800,58.8,../data/speech/concat_audio_df3_per10/id46173/YAHhfZUjV6M.wav,False,id53453
N2kVTsVNpfc,wav,2,2,16000,521600,32.6,../data/speech/concat_audio_df3_per10/id46173/N2kVTsVNpfc.wav,False,id51728
UlIWiv4BVHw,wav,2,2,16000,517760,32.36,../data/speech/concat_audio_df3_per10/id23204/UlIWiv4BVHw.wav,False,id16835
1Zm9mrlefcw,wav,2,2,16000,383360,23.96,../data/speech/concat_audio_df3_per10/id23204/1Zm9mrlefcw.wav,False,id51728
qdQQ03yzk1I,wav,2,2,16000,862720,53.92,../data/speech/concat_audio_df3_per10/id16025/qdQQ03yzk1I.wav,False,id50220
bxDoeVPubl8,wav,2,2,16000,906880,56.68,../data/speech/concat_audio_df3_per10/id16025/bxDoeVPubl8.wav,False,id46419
u2jKnDjAsI0,wav,2,2,16000,205440,12.84,../data/speech/concat_audio_df3_per10/id16025/u2jKnDjAsI0.wav,False,id09427
TemUgPCDo7Y,wav,2,2,16000,614400,38.4,../data/speech/concat_audio_df3_per10/id16025/TemUgPCDo7Y.wav,False,id60730
tUh-BIlOa8w,wav,2,2,16000,442880,27.68,../data/speech/concat_audio_df3_per10/id16025/tUh-BIlOa8w.wav,False,id42259
Qlz5dLjp7Tk,wav,2,2,16000,874880,54.68,../data/speech/concat_audio_df3_per10/id16025/Qlz5dLjp7Tk.wav,False,id60691
6pkriMc5JcI,wav,2,2,16000,115840,7.24,../data/speech/concat_audio_df3_per10/id16025/6pkriMc5JcI.wav,False,id35186
IIVQsfgumP8,wav,2,2,16000,632320,39.52,../data/speech/concat_audio_df3_per10/id16025/IIVQsfgumP8.wav,False,id36494
5I3zEYQ3UDY,wav,2,2,16000,746240,46.64,../data/speech/concat_audio_df3_per10/id16025/5I3zEYQ3UDY.wav,False,id51728
WYaGsQD2WmU,wav,2,2,16000,583680,36.48,../data/speech/concat_audio_df3_per10/id16025/WYaGsQD2WmU.wav,False,id60730
_B8lWSUe4jA,wav,2,2,16000,17280,1.08,../data/speech/concat_audio_df3_per10/id16025/_B8lWSUe4jA.wav,False,id35186
h95sfA3w4I4,wav,2,2,16000,864640,54.04,../data/speech/concat_audio_df3_per10/id16025/h95sfA3w4I4.wav,False,id06304
hzH4a19uaTo,wav,2,2,16000,293120,18.32,../data/speech/concat_audio_df3_per10/id16025/hzH4a19uaTo.wav,False,id47667
6z7S_HF0fUs,wav,2,2,16000,524800,32.8,../data/speech/concat_audio_df3_per10/id16025/6z7S_HF0fUs.wav,False,id60730
R1lr9nf_kdQ,wav,2,2,16000,502400,31.4,../data/speech/concat_audio_df3_per10/id16025/R1lr9nf_kdQ.wav,False,id07057
tG0WdgBnGLU,wav,2,2,16000,846720,52.92,../data/speech/concat_audio_df3_per10/id16025/tG0WdgBnGLU.wav,False,id08776
lWeaa-_5xog,wav,2,2,16000,494720,30.92,../data/speech/concat_audio_df3_per10/id16025/lWeaa-_5xog.wav,False,id60730
V2ex6QJMtOk,wav,2,2,16000,246400,15.4,../data/speech/concat_audio_df3_per10/id16025/V2ex6QJMtOk.wav,False,id14026
rKyRFoFdLqk,wav,2,2,16000,380800,23.8,../data/speech/concat_audio_df3_per10/id16025/rKyRFoFdLqk.wav,False,id02799
rhyhi1KBmAw,wav,2,2,16000,574720,35.92,../data/speech/concat_audio_df3_per10/id16025/rhyhi1KBmAw.wav,False,id34823
l5W2vfRM3Jc,wav,2,2,16000,393600,24.6,../data/speech/concat_audio_df3_per10/id16025/l5W2vfRM3Jc.wav,False,id01616
837_i2_C21Y,wav,2,2,16000,872960,54.56,../data/speech/concat_audio_df3_per10/id16025/837_i2_C21Y.wav,False,id31480
XpULlnctGf8,wav,2,2,16000,170880,10.68,../data/speech/concat_audio_df3_per10/id16025/XpULlnctGf8.wav,False,id26192
abckwTWpksU,wav,2,2,16000,357120,22.32,../data/speech/concat_audio_df3_per10/id16025/abckwTWpksU.wav,False,id14026
GZiN9KFC864,wav,2,2,16000,209280,13.08,../data/speech/concat_audio_df3_per10/id16025/GZiN9KFC864.wav,False,id60730
adkRhAPqGD0,wav,2,2,16000,515200,32.2,../data/speech/concat_audio_df3_per10/id16025/adkRhAPqGD0.wav,False,id38620
pCB3d5kQbXk,wav,2,2,16000,336640,21.04,../data/speech/concat_audio_df3_per10/id16025/pCB3d5kQbXk.wav,False,id11367
NGNMtv6yC6Q,wav,2,2,16000,573440,35.84,../data/speech/concat_audio_df3_per10/id16025/NGNMtv6yC6Q.wav,False,id56874
nG5iZt4ET2E,wav,2,2,16000,181120,11.32,../data/speech/concat_audio_df3_per10/id16025/nG5iZt4ET2E.wav,False,id50220
wwk2tgcV8do,wav,2,2,16000,813440,50.84,../data/speech/concat_audio_df3_per10/id16025/wwk2tgcV8do.wav,False,id60691
9XQ3qtPRXx0,wav,2,2,16000,837760,52.36,../data/speech/concat_audio_df3_per10/id16025/9XQ3qtPRXx0.wav,False,id02799
MDb8vCa_4k8,wav,2,2,16000,480000,30.0,../data/speech/concat_audio_df3_per10/id16025/MDb8vCa_4k8.wav,False,id14026
XwjgfPgvJq8,wav,2,2,16000,506240,31.64,../data/speech/concat_audio_df3_per10/id16025/XwjgfPgvJq8.wav,False,id60691
67Mwy0Z8AX4,wav,2,2,16000,227200,14.2,../data/speech/concat_audio_df3_per10/id16025/67Mwy0Z8AX4.wav,False,id60730
rUsLOYBSDVc,wav,2,2,16000,657280,41.08,../data/speech/concat_audio_df3_per10/id16025/rUsLOYBSDVc.wav,False,id35186
rP6ifPKzZ4k,wav,2,2,16000,375680,23.48,../data/speech/concat_audio_df3_per10/id16025/rP6ifPKzZ4k.wav,False,id36494
v4-Vk6UucN0,wav,2,2,16000,637440,39.84,../data/speech/concat_audio_df3_per10/id54918/v4-Vk6UucN0.wav,False,id51728
LPcMJ4V5jys,wav,2,2,16000,656640,41.04,../data/speech/concat_audio_df3_per10/id54918/LPcMJ4V5jys.wav,False,id09427
9FC8RHA6KKs,wav,2,2,16000,457600,28.6,../data/speech/concat_audio_df3_per10/id54918/9FC8RHA6KKs.wav,False,id25408
Fr3vnKtwg_E,wav,2,2,16000,540160,33.76,../data/speech/concat_audio_df3_per10/id54918/Fr3vnKtwg_E.wav,False,id36494
Vd-_PeuprDQ,wav,2,2,16000,407040,25.44,../data/speech/concat_audio_df3_per10/id25408/Vd-_PeuprDQ.wav,True,id25408
U22kXboc2xg,wav,2,2,16000,375040,23.44,../data/speech/concat_audio_df3_per10/id25408/U22kXboc2xg.wav,True,id25408
O3mENHEeqgs,wav,2,2,16000,373760,23.36,../data/speech/concat_audio_df3_per10/id25408/O3mENHEeqgs.wav,True,id25408
5TbryyAJG2c,wav,2,2,16000,272640,17.04,../data/speech/concat_audio_df3_per10/id25408/5TbryyAJG2c.wav,True,id25408
mbEfSVKt1fY,wav,2,2,16000,305280,19.08,../data/speech/concat_audio_df3_per10/id25408/mbEfSVKt1fY.wav,True,id25408
ihRqRbdl2UI,wav,2,2,16000,360960,22.56,../data/speech/concat_audio_df3_per10/id25408/ihRqRbdl2UI.wav,True,id25408
ZkPIyhf-uVk,wav,2,2,16000,234880,14.68,../data/speech/concat_audio_df3_per10/id25408/ZkPIyhf-uVk.wav,True,id25408
XhAyodVCtyI,wav,2,2,16000,520320,32.52,../data/speech/concat_audio_df3_per10/id25408/XhAyodVCtyI.wav,True,id25408
gwsbvcrry3o,wav,2,2,16000,320640,20.04,../data/speech/concat_audio_df3_per10/id25408/gwsbvcrry3o.wav,True,id25408
t3CmEU894Ac,wav,2,2,16000,368640,23.04,../data/speech/concat_audio_df3_per10/id25408/t3CmEU894Ac.wav,True,id25408
-377rCXgmIQ,wav,2,2,16000,340480,21.28,../data/speech/concat_audio_df3_per10/id25408/-377rCXgmIQ.wav,True,id25408
cEGyhnHrG5k,wav,2,2,16000,490240,30.64,../data/speech/concat_audio_df3_per10/id25408/cEGyhnHrG5k.wav,True,id25408
BfCZXexMSBY,wav,2,2,16000,411520,25.72,../data/speech/concat_audio_df3_per10/id25408/BfCZXexMSBY.wav,True,id25408
RWtAectxp_Q,wav,2,2,16000,538880,33.68,../data/speech/concat_audio_df3_per10/id25408/RWtAectxp_Q.wav,True,id25408
d3_6RQNNl_Q,wav,2,2,16000,520960,32.56,../data/speech/concat_audio_df3_per10/id25408/d3_6RQNNl_Q.wav,True,id25408
PMVXpdix2ug,wav,2,2,16000,430080,26.88,../data/speech/concat_audio_df3_per10/id25408/PMVXpdix2ug.wav,True,id25408
1eBJWiE6Nf8,wav,2,2,16000,382080,23.88,../data/speech/concat_audio_df3_per10/id25408/1eBJWiE6Nf8.wav,True,id25408
VWqTM2fyfrA,wav,2,2,16000,305280,19.08,../data/speech/concat_audio_df3_per10/id25408/VWqTM2fyfrA.wav,True,id25408
D8__-H2M48o,wav,2,2,16000,515200,32.2,../data/speech/concat_audio_df3_per10/id25408/D8__-H2M48o.wav,True,id25408
GGHfGSbd2Z0,wav,2,2,16000,162560,10.16,../data/speech/concat_audio_df3_per10/id08519/GGHfGSbd2Z0.wav,True,id08519
KCrTDPYtDY4,wav,2,2,16000,788480,49.28,../data/speech/concat_audio_df3_per10/id08519/KCrTDPYtDY4.wav,True,id08519
2wp0QDby5HQ,wav,2,2,16000,714240,44.64,../data/speech/concat_audio_df3_per10/id08519/2wp0QDby5HQ.wav,True,id08519
MNcyIZ2_5k0,wav,2,2,16000,371840,23.24,../data/speech/concat_audio_df3_per10/id08519/MNcyIZ2_5k0.wav,True,id08519
ytRT-ZbMtyw,wav,2,2,16000,170880,10.68,../data/speech/concat_audio_df3_per10/id08519/ytRT-ZbMtyw.wav,True,id08519
8ZPALDUlZHk,wav,2,2,16000,184320,11.52,../data/speech/concat_audio_df3_per10/id08519/8ZPALDUlZHk.wav,True,id08519
ybrkRk5zbIM,wav,2,2,16000,18560,1.16,../data/speech/concat_audio_df3_per10/id08519/ybrkRk5zbIM.wav,True,id08519
Z51GqaS2he4,wav,2,2,16000,322560,20.16,../data/speech/concat_audio_df3_per10/id08519/Z51GqaS2he4.wav,True,id08519
5-TsM501oWc,wav,2,2,16000,264960,16.56,../data/speech/concat_audio_df3_per10/id08519/5-TsM501oWc.wav,True,id08519
c6Itt7nI87A,wav,2,2,16000,65280,4.08,../data/speech/concat_audio_df3_per10/id08519/c6Itt7nI87A.wav,True,id08519
NxtrMwk2uQw,wav,2,2,16000,279040,17.44,../data/speech/concat_audio_df3_per10/id08519/NxtrMwk2uQw.wav,True,id08519
yUKw1v13gSY,wav,2,2,16000,500480,31.28,../data/speech/concat_audio_df3_per10/id08519/yUKw1v13gSY.wav,True,id08519
uTjtaity_jM,wav,2,2,16000,246400,15.4,../data/speech/concat_audio_df3_per10/id08519/uTjtaity_jM.wav,True,id08519
-d1KZFL_A-U,wav,2,2,16000,122880,7.68,../data/speech/concat_audio_df3_per10/id08519/-d1KZFL_A-U.wav,True,id08519
ubifZkpaOxA,wav,2,2,16000,335360,20.96,../data/speech/concat_audio_df3_per10/id08519/ubifZkpaOxA.wav,True,id08519
xNXhAPqjoDE,wav,2,2,16000,171520,10.72,../data/speech/concat_audio_df3_per10/id08519/xNXhAPqjoDE.wav,True,id08519
yil8lwkKXWc,wav,2,2,16000,185600,11.6,../data/speech/concat_audio_df3_per10/id08519/yil8lwkKXWc.wav,True,id08519
8JkhFxGuNLs,wav,2,2,16000,328320,20.52,../data/speech/concat_audio_df3_per10/id08519/8JkhFxGuNLs.wav,True,id08519
8QngfNOFqZg,wav,2,2,16000,64640,4.04,../data/speech/concat_audio_df3_per10/id08519/8QngfNOFqZg.wav,True,id08519
A1xHkfRr234,wav,2,2,16000,79360,4.96,../data/speech/concat_audio_df3_per10/id08519/A1xHkfRr234.wav,True,id08519
CYXrCt77vUc,wav,2,2,16000,232960,14.56,../data/speech/concat_audio_df3_per10/id08519/CYXrCt77vUc.wav,True,id08519
luqv75jeS4Y,wav,2,2,16000,268800,16.8,../data/speech/concat_audio_df3_per10/id08519/luqv75jeS4Y.wav,True,id08519
gChAKsytxYI,wav,2,2,16000,92800,5.8,../data/speech/concat_audio_df3_per10/id08519/gChAKsytxYI.wav,True,id08519
BmlSf2m-qQg,wav,2,2,16000,113280,7.08,../data/speech/concat_audio_df3_per10/id08519/BmlSf2m-qQg.wav,True,id08519
VqpgUNvYMPc,wav,2,2,16000,490240,30.64,../data/speech/concat_audio_df3_per10/id08519/VqpgUNvYMPc.wav,True,id08519
ON8LWiAYgeM,wav,2,2,16000,326400,20.4,../data/speech/concat_audio_df3_per10/id51728/ON8LWiAYgeM.wav,True,id51728
SY-_F7Jwf3Y,wav,2,2,16000,604800,37.8,../data/speech/concat_audio_df3_per10/id51728/SY-_F7Jwf3Y.wav,True,id51728
AB72oddBCH8,wav,2,2,16000,240640,15.04,../data/speech/concat_audio_df3_per10/id51728/AB72oddBCH8.wav,True,id51728
10AY2EXsEtw,wav,2,2,16000,574080,35.88,../data/speech/concat_audio_df3_per10/id51728/10AY2EXsEtw.wav,True,id51728
L8X2yOBO5Qk,wav,2,2,16000,229120,14.32,../data/speech/concat_audio_df3_per10/id51728/L8X2yOBO5Qk.wav,True,id51728
fPqtRVv9xIY,wav,2,2,16000,694400,43.4,../data/speech/concat_audio_df3_per10/id51728/fPqtRVv9xIY.wav,True,id51728
Z6R8ZiR6Kis,wav,2,2,16000,417280,26.08,../data/speech/concat_audio_df3_per10/id51728/Z6R8ZiR6Kis.wav,True,id51728
bUPUxv55pcw,wav,2,2,16000,109440,6.84,../data/speech/concat_audio_df3_per10/id51728/bUPUxv55pcw.wav,True,id51728
aXuWfALjnlI,wav,2,2,16000,461440,28.84,../data/speech/concat_audio_df3_per10/id51728/aXuWfALjnlI.wav,True,id51728
8ecnQDSvybU,wav,2,2,16000,813440,50.84,../data/speech/concat_audio_df3_per10/id51728/8ecnQDSvybU.wav,True,id51728
1XkOsKxdnx8,wav,2,2,16000,15360,0.96,../data/speech/concat_audio_df3_per10/id51728/1XkOsKxdnx8.wav,True,id51728
fL0aaWTlXSs,wav,2,2,16000,254080,15.88,../data/speech/concat_audio_df3_per10/id51728/fL0aaWTlXSs.wav,True,id51728
Ewy5bFIySOk,wav,2,2,16000,382080,23.88,../data/speech/concat_audio_df3_per10/id51728/Ewy5bFIySOk.wav,True,id51728
Nr57HSDWs8Y,wav,2,2,16000,632960,39.56,../data/speech/concat_audio_df3_per10/id51728/Nr57HSDWs8Y.wav,True,id51728
zadLEIG_3mQ,wav,2,2,16000,224000,14.0,../data/speech/concat_audio_df3_per10/id51728/zadLEIG_3mQ.wav,True,id51728
Um3WcfmN1wE,wav,2,2,16000,196480,12.28,../data/speech/concat_audio_df3_per10/id51728/Um3WcfmN1wE.wav,True,id51728
6ZYjzSqPlZg,wav,2,2,16000,512000,32.0,../data/speech/concat_audio_df3_per10/id51728/6ZYjzSqPlZg.wav,True,id51728
r3ydy_aKQAA,wav,2,2,16000,36480,2.28,../data/speech/concat_audio_df3_per10/id34823/r3ydy_aKQAA.wav,True,id34823
MflbdFL1D4g,wav,2,2,16000,31360,1.96,../data/speech/concat_audio_df3_per10/id34823/MflbdFL1D4g.wav,True,id34823
n_naX2pnV_g,wav,2,2,16000,74240,4.64,../data/speech/concat_audio_df3_per10/id34823/n_naX2pnV_g.wav,True,id34823
x2k61ckHGp8,wav,2,2,16000,95360,5.96,../data/speech/concat_audio_df3_per10/id34823/x2k61ckHGp8.wav,True,id34823
hxL6uEJwvOY,wav,2,2,16000,45440,2.84,../data/speech/concat_audio_df3_per10/id34823/hxL6uEJwvOY.wav,True,id34823
X6F77iUC0uY,wav,2,2,16000,407680,25.48,../data/speech/concat_audio_df3_per10/id31480/X6F77iUC0uY.wav,True,id31480
9HwLdcvEM_I,wav,2,2,16000,795520,49.72,../data/speech/concat_audio_df3_per10/id31480/9HwLdcvEM_I.wav,True,id31480
kc4NW4aFOIQ,wav,2,2,16000,698240,43.64,../data/speech/concat_audio_df3_per10/id31480/kc4NW4aFOIQ.wav,True,id31480
sl60qYYeAIo,wav,2,2,16000,591360,36.96,../data/speech/concat_audio_df3_per10/id31480/sl60qYYeAIo.wav,True,id31480
uebgjcL7Wvs,wav,2,2,16000,273920,17.12,../data/speech/concat_audio_df3_per10/id31480/uebgjcL7Wvs.wav,True,id31480
1BPzUNlLthI,wav,2,2,16000,581760,36.36,../data/speech/concat_audio_df3_per10/id31480/1BPzUNlLthI.wav,True,id31480
B3ekMtHqYl4,wav,2,2,16000,55680,3.48,../data/speech/concat_audio_df3_per10/id31480/B3ekMtHqYl4.wav,True,id31480
KJYhVdyCnAc,wav,2,2,16000,218240,13.64,../data/speech/concat_audio_df3_per10/id31480/KJYhVdyCnAc.wav,True,id31480
V6ezj5xJjO0,wav,2,2,16000,698880,43.68,../data/speech/concat_audio_df3_per10/id31480/V6ezj5xJjO0.wav,True,id31480
dyVpqpDadJU,wav,2,2,16000,18560,1.16,../data/speech/concat_audio_df3_per10/id31480/dyVpqpDadJU.wav,True,id31480
9K8ocLedcx4,wav,2,2,16000,551680,34.48,../data/speech/concat_audio_df3_per10/id31480/9K8ocLedcx4.wav,True,id31480
sy7z5O3EsL0,wav,2,2,16000,671360,41.96,../data/speech/concat_audio_df3_per10/id31480/sy7z5O3EsL0.wav,True,id31480
dGoJ2iZsJOU,wav,2,2,16000,585600,36.6,../data/speech/concat_audio_df3_per10/id31480/dGoJ2iZsJOU.wav,True,id31480
FZlNEbMRGtI,wav,2,2,16000,656640,41.04,../data/speech/concat_audio_df3_per10/id31480/FZlNEbMRGtI.wav,True,id31480
h2Fbd5iouDU,wav,2,2,16000,736640,46.04,../data/speech/concat_audio_df3_per10/id31480/h2Fbd5iouDU.wav,True,id31480
Y0Xm_6uZN7w,wav,2,2,16000,304640,19.04,../data/speech/concat_audio_df3_per10/id31480/Y0Xm_6uZN7w.wav,True,id31480
KIZEA4j1h9Y,wav,2,2,16000,48640,3.04,../data/speech/concat_audio_df3_per10/id31480/KIZEA4j1h9Y.wav,True,id31480
jzF1jXqO1o4,wav,2,2,16000,739200,46.2,../data/speech/concat_audio_df3_per10/id31480/jzF1jXqO1o4.wav,True,id31480
zxe1TPwGdsc,wav,2,2,16000,700800,43.8,../data/speech/concat_audio_df3_per10/id31480/zxe1TPwGdsc.wav,True,id31480
qll8vAXZ18k,wav,2,2,16000,1393280,87.08,../data/speech/concat_audio_df3_per10/id31480/qll8vAXZ18k.wav,True,id31480
eIJLJYmoh8M,wav,2,2,16000,509440,31.84,../data/speech/concat_audio_df3_per10/id31480/eIJLJYmoh8M.wav,True,id31480
oABq9pJpTkc,wav,2,2,16000,169600,10.6,../data/speech/concat_audio_df3_per10/id31480/oABq9pJpTkc.wav,True,id31480
QvAPrUgMjAo,wav,2,2,16000,296320,18.52,../data/speech/concat_audio_df3_per10/id34371/QvAPrUgMjAo.wav,True,id34371
QJ_Bgup5PkE,wav,2,2,16000,36480,2.28,../data/speech/concat_audio_df3_per10/id34371/QJ_Bgup5PkE.wav,True,id34371
O1X-s1Lq5ag,wav,2,2,16000,40960,2.56,../data/speech/concat_audio_df3_per10/id34371/O1X-s1Lq5ag.wav,True,id34371
AsnNeQxfmIE,wav,2,2,16000,19840,1.24,../data/speech/concat_audio_df3_per10/id34371/AsnNeQxfmIE.wav,True,id34371
-b7kZx51oi0,wav,2,2,16000,40320,2.52,../data/speech/concat_audio_df3_per10/id34371/-b7kZx51oi0.wav,True,id34371
VC8Li-Wuqm8,wav,2,2,16000,15360,0.96,../data/speech/concat_audio_df3_per10/id34371/VC8Li-Wuqm8.wav,True,id34371
