video_id,format,channels,sample_width,frame_rate,number_of_frames,duration_seconds,VideoFpath,truth,speaker_id
2SBB0aeRLUA,wav,2,2,16000,828160,51.76,../data/speech/concat_audio_df2/id54918/2SBB0aeRLUA.wav,False,id35186
c7hIUQxzoBk,wav,2,2,16000,854400,53.4,../data/speech/concat_audio_df2/id54918/c7hIUQxzoBk.wav,False,id28020
JRQTRwAURVs,wav,2,2,16000,424960,26.56,../data/speech/concat_audio_df2/id54918/JRQTRwAURVs.wav,False,id60730
cbbpGGV_XPk,wav,2,2,16000,597760,37.36,../data/speech/concat_audio_df2/id54918/cbbpGGV_XPk.wav,False,id31480
Ph5QsdcFV1Y,wav,2,2,16000,860160,53.76,../data/speech/concat_audio_df2/id54918/Ph5QsdcFV1Y.wav,False,id58163
Fj97xI8O1y4,wav,2,2,16000,609280,38.08,../data/speech/concat_audio_df2/id54918/Fj97xI8O1y4.wav,False,id08776
vbmiaMSf4KY,wav,2,2,16000,713600,44.6,../data/speech/concat_audio_df2/id54918/vbmiaMSf4KY.wav,False,id60730
Gh1JLEkYELw,wav,2,2,16000,871040,54.44,../data/speech/concat_audio_df2/id23244/Gh1JLEkYELw.wav,False,id36494
DX7d5bTFWa4,wav,2,2,16000,817280,51.08,../data/speech/concat_audio_df2/id23244/DX7d5bTFWa4.wav,False,id35186
S8EqRaMlLj0,wav,2,2,16000,873600,54.6,../data/speech/concat_audio_df2/id23244/S8EqRaMlLj0.wav,False,id02799
7IcXJZ9QtXo,wav,2,2,16000,543360,33.96,../data/speech/concat_audio_df2/id23244/7IcXJZ9QtXo.wav,False,id35186
nGYpl3Ifu0g,wav,2,2,16000,845440,52.84,../data/speech/concat_audio_df2/id23244/nGYpl3Ifu0g.wav,False,id48201
sKhrFQuJlQk,wav,2,2,16000,68480,4.28,../data/speech/concat_audio_df2/id25989/sKhrFQuJlQk.wav,False,id26192
ewoH_mnHjT4,wav,2,2,16000,565760,35.36,../data/speech/concat_audio_df2/id25989/ewoH_mnHjT4.wav,False,id60730
HhCtC4INUdY,wav,2,2,16000,51840,3.24,../data/speech/concat_audio_df2/id25989/HhCtC4INUdY.wav,False,id60730
na3UkhgaLmU,wav,2,2,16000,114560,7.16,../data/speech/concat_audio_df2/id25989/na3UkhgaLmU.wav,False,id08519
eXxIqYmOBmU,wav,2,2,16000,113920,7.12,../data/speech/concat_audio_df2/id25989/eXxIqYmOBmU.wav,False,id60730
xmwSOCRsn6Y,wav,2,2,16000,32000,2.0,../data/speech/concat_audio_df2/id25989/xmwSOCRsn6Y.wav,False,id48201
GAiF1OzzWLI,wav,2,2,16000,15360,0.96,../data/speech/concat_audio_df2/id25989/GAiF1OzzWLI.wav,False,id28020
_x6y4MGWprg,wav,2,2,16000,769280,48.08,../data/speech/concat_audio_df2/id25989/_x6y4MGWprg.wav,False,id08776
p6mmcZ7WEQA,wav,2,2,16000,586880,36.68,../data/speech/concat_audio_df2/id00694/p6mmcZ7WEQA.wav,False,id56874
mO4249OnLpM,wav,2,2,16000,469120,29.32,../data/speech/concat_audio_df2/id00694/mO4249OnLpM.wav,False,id42721
Eueqzu77bU0,wav,2,2,16000,387840,24.24,../data/speech/concat_audio_df2/id00694/Eueqzu77bU0.wav,False,id60730
er0ckMnVMMI,wav,2,2,16000,386560,24.16,../data/speech/concat_audio_df2/id00694/er0ckMnVMMI.wav,False,id60730
nKBNO8rpwAg,wav,2,2,16000,368000,23.0,../data/speech/concat_audio_df2/id00694/nKBNO8rpwAg.wav,False,id46419
rrcja7slDEA,wav,2,2,16000,211840,13.24,../data/speech/concat_audio_df2/id00694/rrcja7slDEA.wav,False,id00868
BcxDBpHvZQ4,wav,2,2,16000,458240,28.64,../data/speech/concat_audio_df2/id00694/BcxDBpHvZQ4.wav,False,id05829
eYwBNQmPfCo,wav,2,2,16000,908160,56.76,../data/speech/concat_audio_df2/id00694/eYwBNQmPfCo.wav,False,id25408
F-_aG6ZV8jw,wav,2,2,16000,565760,35.36,../data/speech/concat_audio_df2/id00694/F-_aG6ZV8jw.wav,False,id48201
eFg-qCfEywU,wav,2,2,16000,323840,20.24,../data/speech/concat_audio_df2/id00694/eFg-qCfEywU.wav,False,id31480
5LOqvEtjUY8,wav,2,2,16000,485120,30.32,../data/speech/concat_audio_df2/id00694/5LOqvEtjUY8.wav,False,id36494
kmvXZyyExmQ,wav,2,2,16000,636800,39.8,../data/speech/concat_audio_df2/id00694/kmvXZyyExmQ.wav,False,id48159
2OfoqKZVms0,wav,2,2,16000,204160,12.76,../data/speech/concat_audio_df2/id00694/2OfoqKZVms0.wav,False,id06304
LMn8G-XMKGM,wav,2,2,16000,599040,37.44,../data/speech/concat_audio_df2/id00694/LMn8G-XMKGM.wav,False,id26192
16iK2sufglU,wav,2,2,16000,356480,22.28,../data/speech/concat_audio_df2/id00694/16iK2sufglU.wav,False,id51728
DQ76qKq5OSs,wav,2,2,16000,477440,29.84,../data/speech/concat_audio_df2/id00694/DQ76qKq5OSs.wav,False,id60691
BaUmVeOPixU,wav,2,2,16000,379520,23.72,../data/speech/concat_audio_df2/id00694/BaUmVeOPixU.wav,False,id46419
Hpa_Qnxe34A,wav,2,2,16000,384000,24.0,../data/speech/concat_audio_df2/id00694/Hpa_Qnxe34A.wav,False,id09427
WHOH5fc5WmM,wav,2,2,16000,316800,19.8,../data/speech/concat_audio_df2/id00694/WHOH5fc5WmM.wav,False,id36494
d_Ivxg1XpSQ,wav,2,2,16000,955520,59.72,../data/speech/concat_audio_df2/id00694/d_Ivxg1XpSQ.wav,False,id25408
0uz8WWQuw1I,wav,2,2,16000,759680,47.48,../data/speech/concat_audio_df2/id00694/0uz8WWQuw1I.wav,False,id55482
RV7F8vV2HA8,wav,2,2,16000,301440,18.84,../data/speech/concat_audio_df2/id00694/RV7F8vV2HA8.wav,False,id31480
YGFJ66IsHjM,wav,2,2,16000,359040,22.44,../data/speech/concat_audio_df2/id00694/YGFJ66IsHjM.wav,False,id31480
DJdA5xukHtI,wav,2,2,16000,224000,14.0,../data/speech/concat_audio_df2/id00694/DJdA5xukHtI.wav,False,id60730
keVgd_LRJZI,wav,2,2,16000,609280,38.08,../data/speech/concat_audio_df2/id00694/keVgd_LRJZI.wav,False,id52962
8snMP6QRhF0,wav,2,2,16000,442240,27.64,../data/speech/concat_audio_df2/id00694/8snMP6QRhF0.wav,False,id13901
lVs2-a1QbMA,wav,2,2,16000,74240,4.64,../data/speech/concat_audio_df2/id00694/lVs2-a1QbMA.wav,False,id09427
X7Lqn4Nu3kg,wav,2,2,16000,440960,27.56,../data/speech/concat_audio_df2/id00694/X7Lqn4Nu3kg.wav,False,id26192
9XTBxLGhFL4,wav,2,2,16000,581120,36.32,../data/speech/concat_audio_df2/id00694/9XTBxLGhFL4.wav,False,id31480
QNkq6hpTJAs,wav,2,2,16000,275200,17.2,../data/speech/concat_audio_df2/id00694/QNkq6hpTJAs.wav,False,id35186
vfRugeYACf8,wav,2,2,16000,295040,18.44,../data/speech/concat_audio_df2/id00694/vfRugeYACf8.wav,False,id35186
m6jnR0opOl8,wav,2,2,16000,469120,29.32,../data/speech/concat_audio_df2/id00694/m6jnR0opOl8.wav,False,id09427
qukCqqfwSJo,wav,2,2,16000,514560,32.16,../data/speech/concat_audio_df2/id00694/qukCqqfwSJo.wav,False,id08776
-PUwYj2Benw,wav,2,2,16000,826880,51.68,../data/speech/concat_audio_df2/id00694/-PUwYj2Benw.wav,False,id31480
MdqAniUhxDc,wav,2,2,16000,616960,38.56,../data/speech/concat_audio_df2/id00694/MdqAniUhxDc.wav,False,id06304
N4Ix8ofjwgQ,wav,2,2,16000,392320,24.52,../data/speech/concat_audio_df2/id00694/N4Ix8ofjwgQ.wav,False,id60691
E_mUQv58eRk,wav,2,2,16000,529920,33.12,../data/speech/concat_audio_df2/id00694/E_mUQv58eRk.wav,False,id52962
auNqCaLkQEE,wav,2,2,16000,416000,26.0,../data/speech/concat_audio_df2/id00694/auNqCaLkQEE.wav,False,id60691
hdNkOtCRAnk,wav,2,2,16000,851200,53.2,../data/speech/concat_audio_df2/id00694/hdNkOtCRAnk.wav,False,id38620
BXu6KRLRNVk,wav,2,2,16000,386560,24.16,../data/speech/concat_audio_df2/id00694/BXu6KRLRNVk.wav,False,id51728
Z5XkMUuknY4,wav,2,2,16000,621440,38.84,../data/speech/concat_audio_df2/id00694/Z5XkMUuknY4.wav,False,id02799
RMitnX7AMYc,wav,2,2,16000,307200,19.2,../data/speech/concat_audio_df2/id00694/RMitnX7AMYc.wav,False,id08519
Ufn_c0sCwnA,wav,2,2,16000,250880,15.68,../data/speech/concat_audio_df2/id00694/Ufn_c0sCwnA.wav,False,id28411
Kbmpq0Ty934,wav,2,2,16000,581760,36.36,../data/speech/concat_audio_df2/id00694/Kbmpq0Ty934.wav,False,id25408
L9OUnhV0egk,wav,2,2,16000,862720,53.92,../data/speech/concat_audio_df2/id00694/L9OUnhV0egk.wav,False,id35186
hrkdPKFXcGc,wav,2,2,16000,916480,57.28,../data/speech/concat_audio_df2/id00694/hrkdPKFXcGc.wav,False,id07057
UhUm6W50AeU,wav,2,2,16000,273920,17.12,../data/speech/concat_audio_df2/id00694/UhUm6W50AeU.wav,False,id00868
HbmvIxU_45U,wav,2,2,16000,654080,40.88,../data/speech/concat_audio_df2/id29783/HbmvIxU_45U.wav,False,id16835
sU6IoBPbTYw,wav,2,2,16000,836480,52.28,../data/speech/concat_audio_df2/id29783/sU6IoBPbTYw.wav,False,id34371
YI_a2IsQj1w,wav,2,2,16000,73600,4.6,../data/speech/concat_audio_df2/id29783/YI_a2IsQj1w.wav,False,id05829
4WQ8pas_bk4,wav,2,2,16000,337920,21.12,../data/speech/concat_audio_df2/id29783/4WQ8pas_bk4.wav,False,id58163
nTkcA90TTwM,wav,2,2,16000,741760,46.36,../data/speech/concat_audio_df2/id29783/nTkcA90TTwM.wav,False,id51728
0EdCiIf3Qjg,wav,2,2,16000,872960,54.56,../data/speech/concat_audio_df2/id29783/0EdCiIf3Qjg.wav,False,id56874
n7t-BgRaFPU,wav,2,2,16000,859520,53.72,../data/speech/concat_audio_df2/id29783/n7t-BgRaFPU.wav,False,id31480
IUOzMYlZ58Y,wav,2,2,16000,207360,12.96,../data/speech/concat_audio_df2/id30950/IUOzMYlZ58Y.wav,False,id26192
bL9gt6DrEEc,wav,2,2,16000,269440,16.84,../data/speech/concat_audio_df2/id30950/bL9gt6DrEEc.wav,False,id28411
mSY6IpzCKQc,wav,2,2,16000,268800,16.8,../data/speech/concat_audio_df2/id30950/mSY6IpzCKQc.wav,False,id60691
s79dAXWilo4,wav,2,2,16000,791040,49.44,../data/speech/concat_audio_df2/id30950/s79dAXWilo4.wav,False,id39872
sRgnRRV57Kk,wav,2,2,16000,280960,17.56,../data/speech/concat_audio_df2/id30950/sRgnRRV57Kk.wav,False,id47667
6ogkbtXtE20,wav,2,2,16000,957440,59.84,../data/speech/concat_audio_df2/id30950/6ogkbtXtE20.wav,False,id07057
9eqnOHo8fEY,wav,2,2,16000,935680,58.48,../data/speech/concat_audio_df2/id30950/9eqnOHo8fEY.wav,False,id08519
YxkoB6VOYkQ,wav,2,2,16000,57600,3.6,../data/speech/concat_audio_df2/id30950/YxkoB6VOYkQ.wav,False,id31480
TpU1BTvQh0U,wav,2,2,16000,875520,54.72,../data/speech/concat_audio_df2/id30950/TpU1BTvQh0U.wav,False,id60730
v9Cy1mow9XU,wav,2,2,16000,193280,12.08,../data/speech/concat_audio_df2/id30950/v9Cy1mow9XU.wav,False,id00868
eo7Vqo-DBT8,wav,2,2,16000,16000,1.0,../data/speech/concat_audio_df2/id54498/eo7Vqo-DBT8.wav,False,id08519
wWxCEKlZJks,wav,2,2,16000,19200,1.2,../data/speech/concat_audio_df2/id58257/wWxCEKlZJks.wav,False,id28020
TI6Vc9pslzM,wav,2,2,16000,161920,10.12,../data/speech/concat_audio_df2/id58257/TI6Vc9pslzM.wav,False,id25408
Gp8FZdfYugc,wav,2,2,16000,17280,1.08,../data/speech/concat_audio_df2/id58257/Gp8FZdfYugc.wav,False,id48159
QB7B4kwVfGE,wav,2,2,16000,56320,3.52,../data/speech/concat_audio_df2/id58257/QB7B4kwVfGE.wav,False,id47667
0l7qCeCihP8,wav,2,2,16000,64640,4.04,../data/speech/concat_audio_df2/id12519/0l7qCeCihP8.wav,False,id60730
5sV5-bAWPJw,wav,2,2,16000,222720,13.92,../data/speech/concat_audio_df2/id12519/5sV5-bAWPJw.wav,False,id51728
ehOu1ub-Frk,wav,2,2,16000,208000,13.0,../data/speech/concat_audio_df2/id12519/ehOu1ub-Frk.wav,False,id25408
OZl1VEnMHa4,wav,2,2,16000,786560,49.16,../data/speech/concat_audio_df2/id09582/OZl1VEnMHa4.wav,False,id56874
5Nwlvt2DFU0,wav,2,2,16000,336640,21.04,../data/speech/concat_audio_df2/id09582/5Nwlvt2DFU0.wav,False,id50220
wOtwTR2kgq8,wav,2,2,16000,926080,57.88,../data/speech/concat_audio_df2/id09582/wOtwTR2kgq8.wav,False,id14026
XdQGQ-OeuRg,wav,2,2,16000,151680,9.48,../data/speech/concat_audio_df2/id09582/XdQGQ-OeuRg.wav,False,id02799
0iq_7Pxqocc,wav,2,2,16000,156160,9.76,../data/speech/concat_audio_df2/id09582/0iq_7Pxqocc.wav,False,id26192
3cO5SZV6bhw,wav,2,2,16000,726400,45.4,../data/speech/concat_audio_df2/id09582/3cO5SZV6bhw.wav,False,id60730
DV7Z0KMZ-54,wav,2,2,16000,612480,38.28,../data/speech/concat_audio_df2/id09582/DV7Z0KMZ-54.wav,False,id26192
L8RY5Wii6vU,wav,2,2,16000,329600,20.6,../data/speech/concat_audio_df2/id09582/L8RY5Wii6vU.wav,False,id06304
ZZNoM5AGDEE,wav,2,2,16000,417920,26.12,../data/speech/concat_audio_df2/id09582/ZZNoM5AGDEE.wav,False,id51728
e8Xyew_IHnw,wav,2,2,16000,310400,19.4,../data/speech/concat_audio_df2/id09582/e8Xyew_IHnw.wav,False,id60730
dUqJc3USS6g,wav,2,2,16000,333440,20.84,../data/speech/concat_audio_df2/id09582/dUqJc3USS6g.wav,False,id08519
3l9H3cImmFU,wav,2,2,16000,279040,17.44,../data/speech/concat_audio_df2/id09582/3l9H3cImmFU.wav,False,id08519
0V04JGxRNDQ,wav,2,2,16000,229120,14.32,../data/speech/concat_audio_df2/id09582/0V04JGxRNDQ.wav,False,id34371
